GeneID	Clid	Type
SPAC1834.10c	48	ODEP
SPAC1851.03	48	ODEP
SPAC18G6.12c	48	ODEP
SPAC19G12.04	48	ODEP
SPAC1B3.10c	48	ODEP
SPAC1F7.01c	48	ODEP
SPAC227.09	48	ODEP
SPAC22F3.04	48	ODEP
SPAC22H10.03c	48	ODEP
SPAC23C11.01	48	ODEP
SPAC328.02	48	ODEP
SPAC343.15	48	ODEP
SPAC3G9.16c	48	ODEP
SPAC3H1.11	48	ODEP
SPAC4F10.11	48	ODEP
SPAC4F10.19c	48	ODEP
SPAC4G9.09c	48	ODEP
SPAC8C9.10c	48	ODEP
SPAC977.09c	48	ODEP
SPAPB24D3.03	48	ODEP
SPAPYUG7.05	48	ODEP
SPBC119.08	48	ODEP
SPBC1289.02c	48	ODEP
SPBC12C2.10c	48	ODEP
SPBC1347.01c	48	ODEP
SPBC13G1.04c	48	ODEP
SPBC146.01	48	ODEP
SPBC146.06c	48	ODEP
SPBC18E5.14c	48	ODEP
SPBC18H10.16	48	ODEP
SPBC19C7.03	48	ODEP
SPBC19F5.04	48	ODEP
SPBC29A3.02c	48	ODEP
SPBC32H8.11	48	ODEP
SPBC3B9.01	48	ODEP
SPBC713.04c	48	ODEP
SPBC83.12	48	ODEP
SPBC902.04	48	ODEP
SPBPB21E7.04c	48	ODEP
SPBPB2B2.07c	48	ODEP
SPCC1259.09c	48	ODEP
SPCC1259.15c	48	ODEP
SPCC1840.09	48	ODEP
SPCC320.10	48	ODEP
SPCC569.06	48	ODEP
SPCC70.10	48	ODEP
YPL165C	48	ODEP
SPBC800.03	48	ODEP
SPAC12B10.16c	48	ODEP
SPCC191.07	48	ODEP
YNL158W	48	ODEP
SPBC342.02	48	ODEP
YJL077W-B	48	ODEP
YBL051C	48	ODEP
YBR003W	48	ODEP
YDR477W	48	ODEP
YGR136W	48	ODEP
YML006C	48	ODEP
YNL091W	48	ODEP
YOR119C	48	ODEP
SPAC2F7.02c	48	ODEP
SPBC23G7.04c	48	ODEP
SPBC651.05c	48	ODEP
SPBC947.10	48	ODEP
YEL017W	48	ODEP
YOR179C	48	ODEP
YPL014W	48	ODEP
SPAC2F3.17c	48	ODEP
YMR008C	48	ODEP
YNL024C	48	ODEP
YKL201C	48	ODEP
SPAC1002.18	50	ODEP
SPAC11D3.14c	50	ODEP
SPAC144.12	50	ODEP
SPAC1565.03	50	ODEP
SPAC1705.03c	50	ODEP
SPAC17A5.09c	50	ODEP
SPAC19A8.07c	50	ODEP
SPAC1B3.05	50	ODEP
SPAC1F7.04	50	ODEP
SPAC22F3.05c	50	ODEP
SPAC22F3.06c	50	ODEP
SPAC22F8.07c	50	ODEP
SPAC25B8.04c	50	ODEP
SPAC25H1.07	50	ODEP
SPAC3G6.11	50	ODEP
SPAC458.07	50	ODEP
SPAC4H3.05	50	ODEP
SPAC4H3.11c	50	ODEP
SPAC823.02	50	ODEP
SPAC824.05	50	ODEP
SPAC890.07c	50	ODEP
SPAP19A11.05c	50	ODEP
SPAPJ760.03c	50	ODEP
SPBC14F5.02	50	ODEP
SPBC15D4.06	50	ODEP
SPBC16A3.03c	50	ODEP
SPBC1921.06c	50	ODEP
SPBC19C2.08	50	ODEP
SPBC21D10.12	50	ODEP
SPBC27.03	50	ODEP
SPBC27B12.02	50	ODEP
SPBC28F2.03	50	ODEP
SPBC29A3.06	50	ODEP
SPBC2G2.15c	50	ODEP
SPBC30D10.04	50	ODEP
SPBC32F12.06	50	ODEP
SPBC3D6.13c	50	ODEP
SPBC405.02c	50	ODEP
SPBC409.15	50	ODEP
SPBC4F6.10	50	ODEP
SPBC543.10	50	ODEP
SPBC56F2.10c	50	ODEP
SPBC8D2.13	50	ODEP
SPBCPT2R1.02	50	ODEP
SPBPB2B2.01	50	ODEP
SPBPB8B6.05c	50	ODEP
SPBPJ4664.05	50	ODEP
SPCC10H11.02	50	ODEP
SPCC1223.04c	50	ODEP
SPCC132.05c	50	ODEP
SPCC1322.03	50	ODEP
SPCC1442.02	50	ODEP
SPCC1682.09c	50	ODEP
SPCC16A11.11	50	ODEP
SPCC1739.03	50	ODEP
SPCC24B10.15	50	ODEP
SPCC548.03c	50	ODEP
SPCC584.15c	50	ODEP
SPCC645.04	50	ODEP
SPCC663.08c	50	ODEP
SPCC777.02	50	ODEP
SPCC970.03	50	ODEP
SPMIT.08	50	ODEP
YNL018C	50	ODEP
YJL005W	50	ODEP
YOR372C	50	ODEP
YPL085W	50	ODEP
YPL221W	50	ODEP
SPBC15C4.03	50	ODEP
SPAC3F10.16c	50	ODEP
SPCC1620.07c	50	ODEP
YGR086C	50	ODEP
YGR238C	50	ODEP
YPR117W	50	ODEP
SPBC11B10.10c	50	ODEP
SPAC16E8.08	50	ODEP
SPAC26H5.09c	50	ODEP
SPAC29B12.06c	50	ODEP
SPAC8F11.08c	50	ODEP
YBL047C	50	ODEP
YBR046C	50	ODEP
YCL014W	50	ODEP
YIR039C	50	ODEP
YLR024C	50	ODEP
YLR049C	50	ODEP
YLR090W	50	ODEP
YMR250W	50	ODEP
YNL134C	50	ODEP
YPL193W	50	ODEP
SPAC1A6.02	50	ODEP
SPBC16H5.07c	50	ODEP
SPBC1773.03c	50	ODEP
SPBPB10D8.03	50	ODEP
SPCC364.04c	50	ODEP
YBR053C	50	ODEP
YKL058W	50	ODEP
SPAPB17E12.07c	50	ODEP
YDR080W	50	ODEP
YDR475C	50	ODEP
YOL025W	50	ODEP
SPAC1002.11	53	ODEP
SPAC139.03	53	ODEP
SPAC15E1.10	53	ODEP
SPAC167.01	53	ODEP
SPAC1786.02	53	ODEP
SPAC17C9.06	53	ODEP
SPAC17C9.08	53	ODEP
SPAC1F12.02c	53	ODEP
SPAC23C11.17	53	ODEP
SPAC23C4.15	53	ODEP
SPAC23H3.09c	53	ODEP
SPAC23H4.14	53	ODEP
SPAC2F3.01	53	ODEP
SPAC2G11.12	53	ODEP
SPAC3F10.07c	53	ODEP
SPAC4D7.13	53	ODEP
SPAC589.06c	53	ODEP
SPAC630.12	53	ODEP
SPAC6F12.02	53	ODEP
SPAC750.05c	53	ODEP
SPAC8F11.07c	53	ODEP
SPAP27G11.08c	53	ODEP
SPAPB17E12.06	53	ODEP
SPAPB1E7.11c	53	ODEP
SPBC106.01	53	ODEP
SPBC11G11.02c	53	ODEP
SPBC1289.09	53	ODEP
SPBC12D12.01	53	ODEP
SPBC13E7.06	53	ODEP
SPBC16G5.18	53	ODEP
SPBC1921.05	53	ODEP
SPBC1A4.01	53	ODEP
SPBC25D12.03c	53	ODEP
SPBC29A3.11c	53	ODEP
SPBC29A3.12	53	ODEP
SPBC29A3.18	53	ODEP
SPBC2G2.02	53	ODEP
SPBC2G5.03	53	ODEP
SPBC31F10.11c	53	ODEP
SPBC337.06c	53	ODEP
SPBC354.07c	53	ODEP
SPBC365.11	53	ODEP
SPBC3B9.03	53	ODEP
SPBC3D6.03c	53	ODEP
SPBC428.02c	53	ODEP
SPBC582.06c	53	ODEP
SPBC691.05c	53	ODEP
SPBP18G5.02	53	ODEP
SPBP8B7.22	53	ODEP
SPBPJ4664.06	53	ODEP
SPCC11E10.02c	53	ODEP
SPCC11E10.06c	53	ODEP
SPCC1259.14c	53	ODEP
SPCC1442.17c	53	ODEP
SPCC1795.08c	53	ODEP
SPCC2H8.04	53	ODEP
SPCC550.03c	53	ODEP
YCL026C-A	53	ODEP
YFR032C-B	53	ODEP
YGL032C	53	ODEP
YIL014C-A	53	ODEP
YJL027C	53	ODEP
YLR385C	53	ODEP
YPR155C	53	ODEP
SPBC1773.04	53	ODEP
YHR124W	53	ODEP
SPBP8B7.19	53	ODEP
SPBC19G7.17	53	ODEP
SPBC4C3.06	53	ODEP
SPBC1683.03c	53	ODEP
SPBC19C2.14	53	ODEP
SPBC83.14c	53	ODEP
YDL064W	53	ODEP
YDR139C	53	ODEP
YKL110C	53	ODEP
YMR179W	53	ODEP
YPR027C	53	ODEP
SPAC1142.08	55	ODEP
SPAC13D6.05	55	ODEP
SPAC1687.21	55	ODEP
SPAC1782.06c	55	ODEP
SPAC1805.06c	55	ODEP
SPAC1F3.04c	55	ODEP
SPAC20G8.07c	55	ODEP
SPAC22A12.09c	55	ODEP
SPAC22E12.09c	55	ODEP
SPAC23A1.17	55	ODEP
SPAC23C11.14	55	ODEP
SPAC23D3.10c	55	ODEP
SPAC25H1.05	55	ODEP
SPAC26A3.06	55	ODEP
SPAC30D11.08c	55	ODEP
SPAC328.04	55	ODEP
SPAC4H3.09	55	ODEP
SPAC57A7.09	55	ODEP
SPAC644.16	55	ODEP
SPAC664.09	55	ODEP
SPAC6B12.05c	55	ODEP
SPAC806.04c	55	ODEP
SPAC869.02c	55	ODEP
SPAP8A3.08	55	ODEP
SPAPB24D3.04c	55	ODEP
SPBC106.08c	55	ODEP
SPBC11G11.01	55	ODEP
SPBC1289.04c	55	ODEP
SPBC1652.02	55	ODEP
SPBC1706.01	55	ODEP
SPBC1734.07c	55	ODEP
SPBC1773.09c	55	ODEP
SPBC1A4.08c	55	ODEP
SPBC211.08c	55	ODEP
SPBC21B10.09	55	ODEP
SPBC21B10.10	55	ODEP
SPBC25H2.05	55	ODEP
SPBC28F2.04c	55	ODEP
SPBC29A3.17	55	ODEP
SPBC30D10.18c	55	ODEP
SPBC32F12.09	55	ODEP
SPBC336.10c	55	ODEP
SPBC36.01c	55	ODEP
SPBC713.08	55	ODEP
SPBC8D2.02c	55	ODEP
SPBC947.02	55	ODEP
SPBP4H10.15	55	ODEP
SPBP8B7.26	55	ODEP
SPCC1442.06	55	ODEP
SPCC1620.06c	55	ODEP
SPCC16A11.01	55	ODEP
SPCC16A11.10c	55	ODEP
SPCC16C4.10	55	ODEP
SPCC1795.11	55	ODEP
SPCC18.06c	55	ODEP
SPCC1919.12c	55	ODEP
SPCC31H12.03c	55	ODEP
SPCC31H12.05c	55	ODEP
SPCC417.03	55	ODEP
SPCC4B3.13	55	ODEP
SPCC576.02	55	ODEP
SPCC584.02	55	ODEP
SPCC594.06c	55	ODEP
SPCC736.05	55	ODEP
SPCC777.04	55	ODEP
SPCC830.08c	55	ODEP
YAR042W	55	ODEP
YBL046W	55	ODEP
YBL059C-A	55	ODEP
YBL097W	55	ODEP
YBR036C	55	ODEP
YBR081C	55	ODEP
YBR150C	55	ODEP
YBR183W	55	ODEP
YBR196C	55	ODEP
YBR253W	55	ODEP
YBR255C-A	55	ODEP
YCL068C	55	ODEP
YCR011C	55	ODEP
YCR097W	55	ODEP
YDL004W	55	ODEP
YDL074C	55	ODEP
YDL239C	55	ODEP
YDR005C	55	ODEP
YDR283C	55	ODEP
YDR289C	55	ODEP
YDR305C	55	ODEP
YDR357C	55	ODEP
YDR492W	55	ODEP
YDR524W-A	55	ODEP
YEL032W	55	ODEP
YEL050C	55	ODEP
YER048C	55	ODEP
YER050C	55	ODEP
YER184C	55	ODEP
YFL062W	55	ODEP
YFR049W	55	ODEP
YGL043W	55	ODEP
YGL150C	55	ODEP
YGL170C	55	ODEP
YGL187C	55	ODEP
YGL228W	55	ODEP
YGR100W	55	ODEP
YGR240C	55	ODEP
YHR001W-A	55	ODEP
YHR005C	55	ODEP
YHR051W	55	ODEP
YHR088W	55	ODEP
YHR101C	55	ODEP
YHR165C	55	ODEP
YIL070C	55	ODEP
YIL162W	55	ODEP
YIR004W	55	ODEP
YIR005W	55	ODEP
YJL001W	55	ODEP
YJL037W	55	ODEP
YJL038C	55	ODEP
YJL062W-A	55	ODEP
YJR015W	55	ODEP
YJR039W	55	ODEP
YJR072C	55	ODEP
YJR079W	55	ODEP
YKL003C	55	ODEP
YKL053C-A	55	ODEP
YKL065C	55	ODEP
YKL100C	55	ODEP
YKL108W	55	ODEP
YKL141W	55	ODEP
YKL196C	55	ODEP
YKL209C	55	ODEP
YLL009C	55	ODEP
YLR004C	55	ODEP
YLR031W	55	ODEP
YLR038C	55	ODEP
YLR040C	55	ODEP
YLR080W	55	ODEP
YLR193C	55	ODEP
YLR275W	55	ODEP
YLR361C-A	55	ODEP
YLR395C	55	ODEP
YLR430W	55	ODEP
YML121W	55	ODEP
YMR018W	55	ODEP
YMR091C	55	ODEP
YMR207C	55	ODEP
YMR214W	55	ODEP
YMR271C	55	ODEP
YMR317W	55	ODEP
YNL033W	55	ODEP
YNL039W	55	ODEP
YNL052W	55	ODEP
YNL075W	55	ODEP
YNL145W	55	ODEP
YNL147W	55	ODEP
YNL193W	55	ODEP
YNL204C	55	ODEP
YNR001C	55	ODEP
YOR020W-A	55	ODEP
YOR037W	55	ODEP
YOR187W	55	ODEP
YOR190W	55	ODEP
YOR192C	55	ODEP
YOR269W	55	ODEP
YOR286W	55	ODEP
YOR339C	55	ODEP
YPL009C	55	ODEP
YPL013C	55	ODEP
YPL016W	55	ODEP
YPL078C	55	ODEP
YPL150W	55	ODEP
YPL155C	55	ODEP
YPL223C	55	ODEP
YPL270W	55	ODEP
YPR011C	55	ODEP
YPR094W	55	ODEP
YPR098C	55	ODEP
YPR100W	55	ODEP
YPR103W	55	ODEP
YPR108W	55	ODEP
SPBC21.01	55	ODEP
YPL268W	55	ODEP
YBR173C	55	ODEP
YCL031C	55	ODEP
YMR033W	55	ODEP
YNL277W	55	ODEP
YDR124W	55	ODEP
YLR233C	55	ODEP
SPBC409.14c	55	ODEP
SPAC22F8.06	55	ODEP
YBL036C	55	ODEP
YCL030C	55	ODEP
YCL057C-A	55	ODEP
YDL125C	55	ODEP
YDR155C	55	ODEP
YGR209C	55	ODEP
YJR104C	55	ODEP
YML058W	55	ODEP
YML081C-A	55	ODEP
YPL087W	55	ODEP
YBL007C	55	ODEP
YBL020W	55	ODEP
YCR009C	55	ODEP
YDL134C	55	ODEP
YDR105C	55	ODEP
YDR377W	55	ODEP
YER015W	55	ODEP
YER166W	55	ODEP
YGR220C	55	ODEP
YIL129C	55	ODEP
YJR011C	55	ODEP
YLR310C	55	ODEP
YLR413W	55	ODEP
YMR080C	55	ODEP
YOR370C	55	ODEP
YPR068C	55	ODEP
YPR088C	55	ODEP
YBL017C	55	ODEP
YBL022C	55	ODEP
YBL045C	55	ODEP
YBL056W	55	ODEP
YBL064C	55	ODEP
YBR140C	55	ODEP
YDL124W	55	ODEP
YDR099W	55	ODEP
YER094C	55	ODEP
YGR235C	55	ODEP
YJR002W	55	ODEP
YJR113C	55	ODEP
YKL035W	55	ODEP
YKL145W	55	ODEP
YLL032C	55	ODEP
YLR005W	55	ODEP
YLR023C	55	ODEP
YLR304C	55	ODEP
YML017W	55	ODEP
YNL183C	55	ODEP
YNL232W	55	ODEP
YOR014W	55	ODEP
YPL271W	55	ODEP
YPR101W	55	ODEP
YPR133C	55	ODEP
SPAC3A12.05c	55	ODEP
SPAC3H5.05c	55	ODEP
SPBC13G1.08c	55	ODEP
YGR035W-A	55	ODEP
YAR008W	55	ODEP
YBR009C	55	ODEP
YBR302C	55	ODEP
YDR190C	55	ODEP
YEL009C	55	ODEP
YER021W	55	ODEP
YER048W-A	55	ODEP
YGR135W	55	ODEP
YGR253C	55	ODEP
YHR007C	55	ODEP
YIL004C	55	ODEP
YKL049C	55	ODEP
YLR104W	55	ODEP
YMR072W	55	ODEP
YMR243C	55	ODEP
YMR298W	55	ODEP
YNL244C	55	ODEP
YNR055C	55	ODEP
YOL022C	55	ODEP
YOR021C	55	ODEP
YNL286W	55	ODEP
YOR044W	55	ODEP
SPAC1002.13c	57	ODEP
SPAC10F6.01c	57	ODEP
SPAC1142.06	57	ODEP
SPAC11E3.01c	57	ODEP
SPAC12G12.02	57	ODEP
SPAC13A11.01c	57	ODEP
SPAC144.07c	57	ODEP
SPAC1486.02c	57	ODEP
SPAC17G6.07c	57	ODEP
SPAC18B11.07c	57	ODEP
SPAC19G12.11	57	ODEP
SPAC1F8.07c	57	ODEP
SPAC222.13c	57	ODEP
SPAC22E12.10c	57	ODEP
SPAC22G7.04	57	ODEP
SPAC24H6.02c	57	ODEP
SPAC24H6.04	57	ODEP
SPAC26A3.11	57	ODEP
SPAC27D7.06	57	ODEP
SPAC27D7.07c	57	ODEP
SPAC2F7.14c	57	ODEP
SPAC3G9.02	57	ODEP
SPAC4F8.10c	57	ODEP
SPAC56F8.11	57	ODEP
SPAC607.06c	57	ODEP
SPAC637.03	57	ODEP
SPAC688.11	57	ODEP
SPAC6F6.10c	57	ODEP
SPAC750.01	57	ODEP
SPAC821.06	57	ODEP
SPAC8F11.05c	57	ODEP
SPAC977.13c	57	ODEP
SPACUNK4.19	57	ODEP
SPAPB15E9.02c	57	ODEP
SPAPB1A10.03	57	ODEP
SPAPB1A11.03	57	ODEP
SPAPB8E5.09	57	ODEP
SPBC146.09c	57	ODEP
SPBC14F5.12c	57	ODEP
SPBC16C6.07c	57	ODEP
SPBC16G5.02c	57	ODEP
SPBC1709.15c	57	ODEP
SPBC1773.10c	57	ODEP
SPBC19C7.07c	57	ODEP
SPBC19C7.11	57	ODEP
SPBC1E8.02	57	ODEP
SPBC21B10.11	57	ODEP
SPBC21H7.04	57	ODEP
SPBC26H8.08c	57	ODEP
SPBC27B12.14	57	ODEP
SPBC29A10.11c	57	ODEP
SPBC354.03	57	ODEP
SPBC365.16	57	ODEP
SPBC3B8.02	57	ODEP
SPBC3D6.06c	57	ODEP
SPBC4F6.12	57	ODEP
SPBC83.13	57	ODEP
SPBP35G2.04c	57	ODEP
SPBP35G2.10	57	ODEP
SPCC1494.03	57	ODEP
SPCC162.06c	57	ODEP
SPCC1840.05c	57	ODEP
SPCC188.09c	57	ODEP
SPCC18B5.08c	57	ODEP
SPCC1919.11	57	ODEP
SPCC417.05c	57	ODEP
SPCC4F11.02	57	ODEP
SPCC550.02c	57	ODEP
SPCC737.09c	57	ODEP
SPCC965.03	57	ODEP
SPCPB16A4.05c	57	ODEP
YBL005W-A	57	ODEP
SPAC664.07c	57	ODEP
SPAC4G9.12	57	ODEP
SPCC1235.09	57	ODEP
SPCC417.12	57	ODEP
SPBC56F2.07c	57	ODEP
SPCC306.07c	57	ODEP
YDR093W	57	ODEP
YER052C	57	ODEP
YGR111W	57	ODEP
YMR054W	57	ODEP
SPAC1002.12c	57	ODEP
SPAC21E11.05c	57	ODEP
SPAC22A12.02c	57	ODEP
SPAC23H4.03c	57	ODEP
SPBC1685.07c	57	ODEP
SPCP31B10.06	57	ODEP
YOL166W-A	57	ODEP
SPAC1687.23c	57	ODEP
SPAC2G11.04	57	ODEP
SPAC3H5.07	57	ODEP
SPBC18E5.04	57	ODEP
SPBC25D12.04	57	ODEP
SPCC1682.13	57	ODEP
SPCC320.14	57	ODEP
YOL125W	57	ODEP
SPAC26H5.02c	57	ODEP
SPAC6F6.13c	57	ODEP
SPBC646.06c	57	ODEP
SPCC364.06	57	ODEP
YCR024C-B	57	ODEP
YEL026W	57	ODEP
YGR204W	57	ODEP
YKL046C	57	ODEP
YKR048C	57	ODEP
YPL225W	57	ODEP
YBR008C	57	ODEP
YPR035W	57	ODEP
SPAC13F5.05	57	ODEP
SPAC16E8.05c	57	ODEP
YNL268W	57	ODEP
SPAC1071.11	59	ODEP
SPAC11D3.18c	59	ODEP
SPAC12B10.06c	59	ODEP
SPAC139.06	59	ODEP
SPAC1610.02c	59	ODEP
SPAC167.02	59	ODEP
SPAC1687.17c	59	ODEP
SPAC1782.07	59	ODEP
SPAC17A5.04c	59	ODEP
SPAC17A5.13	59	ODEP
SPAC17H9.18c	59	ODEP
SPAC1F5.10	59	ODEP
SPAC22A12.05	59	ODEP
SPAC22H12.02	59	ODEP
SPAC23C4.07	59	ODEP
SPAC23C4.08	59	ODEP
SPAC26F1.11	59	ODEP
SPAC2C4.06c	59	ODEP
SPAC30D11.03	59	ODEP
SPAC323.06c	59	ODEP
SPAC3G6.09c	59	ODEP
SPAC5D6.02c	59	ODEP
SPAC607.05	59	ODEP
SPAC637.09	59	ODEP
SPAC9E9.11	59	ODEP
SPACUNK4.15	59	ODEP
SPAP8A3.05	59	ODEP
SPBC1105.13c	59	ODEP
SPBC1685.02c	59	ODEP
SPBC16G5.08	59	ODEP
SPBC1778.02	59	ODEP
SPBC17A3.09c	59	ODEP
SPBC24C6.07	59	ODEP
SPBC25B2.03	59	ODEP
SPBC26H8.07c	59	ODEP
SPBC28E12.04	59	ODEP
SPBC30B4.06c	59	ODEP
SPBC31E1.03	59	ODEP
SPBC32C12.03c	59	ODEP
SPBC3E7.07c	59	ODEP
SPBC418.02	59	ODEP
SPBC725.08	59	ODEP
SPBC776.13	59	ODEP
SPBC9B6.11c	59	ODEP
SPBP23A10.02	59	ODEP
SPCC1739.06c	59	ODEP
SPCC188.10c	59	ODEP
SPCC23B6.02c	59	ODEP
SPCC24B10.06	59	ODEP
SPCC548.04	59	ODEP
SPCC584.16c	59	ODEP
SPCC790.02	59	ODEP
SPCC830.05c	59	ODEP
SPCPB16A4.03c	59	ODEP
SPCC757.13	59	ODEP
SPCC4G3.10c	59	ODEP
YDL089W	59	ODEP
YDR090C	59	ODEP
YDR315C	59	ODEP
YGR007W	59	ODEP
YKL175W	59	ODEP
YPL214C	59	ODEP
SPAC6B12.15	59	ODEP
SPAC13F5.03c	59	ODEP
SPBC1105.17	59	ODEP
SPCC777.09c	59	ODEP
YAL014C	59	ODEP
SPAC23E2.01	62	ODEP
SPAC323.05c	62	ODEP
SPAC823.14	62	ODEP
SPAC9.10	62	ODEP
SPBC1709.08	62	ODEP
SPBC17A3.10	62	ODEP
SPBC21H7.02	62	ODEP
SPBC244.02c	62	ODEP
SPBC27B12.12c	62	ODEP
SPBC725.09c	62	ODEP
SPBC776.10c	62	ODEP
YAL027W	62	ODEP
YBL005W	62	ODEP
YBL021C	62	ODEP
YBL032W	62	ODEP
YBL093C	62	ODEP
YBR002C	62	ODEP
YBR043C	62	ODEP
YBR059C	62	ODEP
YBR129C	62	ODEP
YBR152W	62	ODEP
YBR165W	62	ODEP
YBR186W	62	ODEP
YBR193C	62	ODEP
YBR223C	62	ODEP
YBR257W	62	ODEP
YBR271W	62	ODEP
YBR274W	62	ODEP
YCL034W	62	ODEP
YCL052C	62	ODEP
YCR035C	62	ODEP
YCR079W	62	ODEP
YDL027C	62	ODEP
YDL054C	62	ODEP
YDL072C	62	ODEP
YDL076C	62	ODEP
YDL109C	62	ODEP
YDL155W	62	ODEP
YDL181W	62	ODEP
YDL206W	62	ODEP
YDL230W	62	ODEP
YDR006C	62	ODEP
YDR059C	62	ODEP
YDR067C	62	ODEP
YDR075W	62	ODEP
YDR082W	62	ODEP
YDR129C	62	ODEP
YDR200C	62	ODEP
YDR285W	62	ODEP
YDR335W	62	ODEP
YDR406W	62	ODEP
YDR435C	62	ODEP
YDR444W	62	ODEP
YDR460W	62	ODEP
YDR464W	62	ODEP
YDR506C	62	ODEP
YEL041W	62	ODEP
YER158C	62	ODEP
YER164W	62	ODEP
YER167W	62	ODEP
YFL010W-A	62	ODEP
YFL042C	62	ODEP
YFR034C	62	ODEP
YFR039C	62	ODEP
YFR045W	62	ODEP
YFR050C	62	ODEP
YGL044C	62	ODEP
YGL110C	62	ODEP
YGL139W	62	ODEP
YGL192W	62	ODEP
YGL219C	62	ODEP
YGL254W	62	ODEP
YGR003W	62	ODEP
YGR062C	62	ODEP
YGR093W	62	ODEP
YGR117C	62	ODEP
YGR174C	62	ODEP
YGR196C	62	ODEP
YGR233C	62	ODEP
YHL014C	62	ODEP
YHL019C	62	ODEP
YHR016C	62	ODEP
YHR102W	62	ODEP
YHR122W	62	ODEP
YHR134W	62	ODEP
YHR156C	62	ODEP
YHR157W	62	ODEP
YHR161C	62	ODEP
YHR178W	62	ODEP
YHR205W	62	ODEP
YIL033C	62	ODEP
YIL090W	62	ODEP
YIL120W	62	ODEP
YIL154C	62	ODEP
YJL020C	62	ODEP
YJL056C	62	ODEP
YJL084C	62	ODEP
YJL098W	62	ODEP
YJR021C	62	ODEP
YJR050W	62	ODEP
YJR059W	62	ODEP
YJR060W	62	ODEP
YJR068W	62	ODEP
YJR125C	62	ODEP
YKL016C	62	ODEP
YKL022C	62	ODEP
YKL059C	62	ODEP
YKL088W	62	ODEP
YKL138C	62	ODEP
YKL150W	62	ODEP
YKL151C	62	ODEP
YKL188C	62	ODEP
YKR002W	62	ODEP
YKR062W	62	ODEP
YKR067W	62	ODEP
YKR096W	62	ODEP
YKR101W	62	ODEP
YLL052C	62	ODEP
YLL053C	62	ODEP
YLR055C	62	ODEP
YLR072W	62	ODEP
YLR091W	62	ODEP
YLR102C	62	ODEP
YLR141W	62	ODEP
YLR201C	62	ODEP
YLR203C	62	ODEP
YLR204W	62	ODEP
YLR213C	62	ODEP
YLR224W	62	ODEP
YLR270W	62	ODEP
YLR271W	62	ODEP
YLR289W	62	ODEP
YLR370C	62	ODEP
YLR407W	62	ODEP
YLR417W	62	ODEP
YML041C	62	ODEP
YML042W	62	ODEP
YML065W	62	ODEP
YML112W	62	ODEP
YMR063W	62	ODEP
YMR075W	62	ODEP
YMR089C	62	ODEP
YMR106C	62	ODEP
YMR158C-A	62	ODEP
YMR172W	62	ODEP
YMR174C	62	ODEP
YMR184W	62	ODEP
YMR197C	62	ODEP
YMR281W	62	ODEP
YNL021W	62	ODEP
YNL097C	62	ODEP
YNL099C	62	ODEP
YNL127W	62	ODEP
YNL133C	62	ODEP
YNL167C	62	ODEP
YNL173C	62	ODEP
YNL234W	62	ODEP
YNL267W	62	ODEP
YNL274C	62	ODEP
YNL306W	62	ODEP
YNL330C	62	ODEP
YNR010W	62	ODEP
YNR032W	62	ODEP
YOL051W	62	ODEP
YOL083W	62	ODEP
YOL131W	62	ODEP
YOL135C	62	ODEP
YOR043W	62	ODEP
YOR057W	62	ODEP
YOR117W	62	ODEP
YOR158W	62	ODEP
YOR231W	62	ODEP
YOR316C-A	62	ODEP
YOR358W	62	ODEP
YOR363C	62	ODEP
YOR380W	62	ODEP
YOR390W	62	ODEP
YPL132W	62	ODEP
YPL153C	62	ODEP
YPL174C	62	ODEP
YPL179W	62	ODEP
YPL204W	62	ODEP
YPL258C	62	ODEP
YPR022C	62	ODEP
YPR075C	62	ODEP
YPR107C	62	ODEP
YPR109W	62	ODEP
YPR185W	62	ODEP
YDL176W	62	ODEP
YMR026C	62	ODEP
YMR064W	62	ODEP
YMR315W	62	ODEP
YNL032W	62	ODEP
YDL022W	62	ODEP
YKL208W	62	ODEP
YLR027C	62	ODEP
YDL106C	62	ODEP
YKR031C	62	ODEP
YAL056W	62	ODEP
YDR275W	62	ODEP
YGR099W	62	ODEP
YIR003W	62	ODEP
YKL139W	62	ODEP
YNL116W	62	ODEP
YNL159C	62	ODEP
YOL013C	62	ODEP
SPAC1002.20	63	ODEP
SPAC1039.03	63	ODEP
SPAC1071.06	63	ODEP
SPAC1071.09c	63	ODEP
SPAC13A11.04c	63	ODEP
SPAC13G6.14	63	ODEP
SPAC140.01	63	ODEP
SPAC1705.02	63	ODEP
SPAC17A2.07c	63	ODEP
SPAC17H9.13c	63	ODEP
SPAC1805.08	63	ODEP
SPAC1A6.01c	63	ODEP
SPAC1F8.06	63	ODEP
SPAC22G7.10	63	ODEP
SPAC26A3.17c	63	ODEP
SPAC29B12.13	63	ODEP
SPAC323.04	63	ODEP
SPAC3A12.03c	63	ODEP
SPAC3H8.03	63	ODEP
SPAC4F10.13c	63	ODEP
SPAC5D6.12	63	ODEP
SPAC607.10	63	ODEP
SPAC823.08c	63	ODEP
SPACUNK4.10	63	ODEP
SPAP11E10.02c	63	ODEP
SPAPB1A10.10c	63	ODEP
SPBC106.15	63	ODEP
SPBC119.07	63	ODEP
SPBC1271.11	63	ODEP
SPBC1347.06c	63	ODEP
SPBC1703.15c	63	ODEP
SPBC1709.14	63	ODEP
SPBC1718.01	63	ODEP
SPBC18H10.21c	63	ODEP
SPBC20F10.10	63	ODEP
